TEAM," NAME"," EXPERIENCE"," URL"," POSITION"," AGE"," HT"," WT"," COLLEGE"," SALARY"," PPG_LAST_SEASON"," APG_LAST_SEASON"," RPG_LAST_SEASON"," PER_LAST_SEASON"," PPG_CAREER"," APG_CAREER"," RGP_CAREER"," GP"," MPG"," FGM_FGA"," FGP"," THM_THA"," THP"," FTM_FTA"," FTP"," APG"," BLKPG"," STLPG"," TOPG"," PPG"
Chicago Bulls,Rawle Alkins,0,http://www.espn.com/nba/player/_/id/4066334,SG,20,195.58,101.81,Arizona,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Ryan Arcidiacono,1,http://www.espn.com/nba/player/_/id/2991047,PG,24,190.5,90.5,Villanova,"1,349,383",2.0,1.5,1.0,7.30,2.0,1.5,1.0,24,12.7,0.7-1.7,.415,0.4-1.3,.290,0.2-0.3,.833,1.5,0.0,0.5,0.5,2.0
Chicago Bulls,Omer Asik,8,http://www.espn.com/nba/player/_/id/3414,C,32,213.36,115.38,-,"11,286,516",1.2,2.6,0.2,3.07,5.3,7.1,0.7,471,19.6,2.0-3.8,.528,0.0-0.0,.000,1.2-2.3,.551,0.6,0.7,0.4,1.2,5.3
Chicago Bulls,Antonio Blakeney,1,http://www.espn.com/nba/player/_/id/3907386,SG,22,193.04,86.88,LSU,"1,349,383",7.9,1.1,1.7,10.18,7.9,1.1,1.7,19,16.5,2.8-7.5,.371,0.8-2.7,.288,1.6-2.1,.769,1.1,0.1,0.4,0.6,7.9
Chicago Bulls,Wendell Carter Jr.,0,http://www.espn.com/nba/player/_/id/4277847,PF,19,208.28,115.38,Duke,"4,441,200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Kris Dunn,2,http://www.espn.com/nba/player/_/id/2991139,PG,24,193.04,92.76,Providence,"4,221,000",13.4,6.0,4.3,14.58,7.6,3.8,3.0,130,22.0,3.1-7.5,.413,0.5-1.6,.309,0.9-1.3,.694,3.8,0.5,1.4,1.8,7.6
Chicago Bulls,Cristiano Felicio,3,http://www.espn.com/nba/player/_/id/3113587,PF,26,208.28,119.91,-,"8,740,980",5.6,4.2,0.2,12.53,4.8,4.3,0.3,152,15.4,1.9-3.3,.581,0.0-0.0,.000,0.9-1.4,.665,0.8,0.3,0.3,0.7,4.8
Chicago Bulls,Justin Holiday,5,http://www.espn.com/nba/player/_/id/2284101,SG,29,198.12,81.9,Washington,"4,384,616",12.2,2.1,4.0,10.81,7.4,1.4,2.5,275,19.9,2.6-6.7,.392,1.2-3.5,.350,1.0-1.2,.811,1.4,0.4,0.8,0.9,7.4
Chicago Bulls,Chandler Hutchison,0,http://www.espn.com/nba/player/_/id/3149010,SF,22,200.66,89.14,Boise State,"1,990,520",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chicago Bulls,Zach LaVine,4,http://www.espn.com/nba/player/_/id/3064440,PG,23,195.58,90.5,UCLA,"19,500,000",16.7,3.0,3.9,14.65,14.0,3.2,3.0,230,28.7,5.1-11.7,.437,1.5-4.0,.373,2.2-2.7,.820,3.2,0.2,0.8,2.1,14.0
Chicago Bulls,Robin Lopez,10,http://www.espn.com/nba/player/_/id/3447,C,30,213.36,124.43,Stanford,"14,357,750",11.8,4.5,0.8,14.77,9.0,5.4,1.2,692,23.2,3.8-7.1,.527,0.0-0.0,.200,1.5-2.0,.760,0.8,1.2,0.3,1.1,9.0
Chicago Bulls,Lauri Markkanen,1,http://www.espn.com/nba/player/_/id/4066336,PF,21,213.36,108.6,Arizona,"4,536,120",15.2,7.5,0.6,15.68,15.2,7.5,0.6,68,29.7,5.5-12.7,.434,2.1-5.9,.362,2.1-2.4,.843,1.2,0.6,0.6,1.2,15.2
Chicago Bulls,Jabari Parker,4,http://www.espn.com/nba/player/_/id/3056600,PF,23,203.2,110.86,Duke,"20,000,000",12.6,4.9,0.3,17.19,15.3,5.5,0.4,183,30.7,6.2-12.6,.490,0.6-1.7,.352,2.3-3.1,.747,2.0,0.4,1.0,1.6,15.3
Chicago Bulls,Cameron Payne,3,http://www.espn.com/nba/player/_/id/3064230,PG,24,190.5,85.97,Murray State,"3,263,294",8.8,4.5,2.8,14.04,5.9,2.4,1.8,113,15.4,2.3-6.1,.386,0.9-2.5,.340,0.3-0.4,.750,2.4,0.2,0.7,1.0,5.9
Chicago Bulls,Bobby Portis,3,http://www.espn.com/nba/player/_/id/3064482,PF,23,210.82,113.12,Arkansas,"2,494,346",13.2,6.8,0.3,19.78,9.2,5.7,0.3,199,18.8,3.8-8.2,.463,0.6-1.9,.345,1.0-1.4,.737,1.1,0.3,0.5,1.0,9.2
Chicago Bulls,Denzel Valentine,2,http://www.espn.com/nba/player/_/id/2999549,SG,24,198.12,95.02,Michigan State,"2,280,600",10.2,3.2,5.1,12.12,8.0,2.3,4.1,134,22.9,3.0-7.5,.399,1.6-4.3,.374,0.4-0.5,.754,2.3,0.1,0.7,1.1,8.0
Cleveland Cavaliers,Jordan Clarkson,4,http://www.espn.com/nba/player/_/id/2528426,PG,26,195.58,87.78,Missouri,"12,500,000",13.9,2.7,2.7,16.50,14.1,2.8,3.2,301,27.6,5.5-12.4,.443,1.3-3.7,.339,1.9-2.4,.807,2.8,0.1,1.0,1.7,14.1
Cleveland Cavaliers,Sam Dekker,3,http://www.espn.com/nba/player/_/id/2991184,SF,24,205.74,104.07,Wisconsin,"2,760,095",4.2,0.5,2.4,11.56,5.3,0.7,3.0,153,15.1,2.2-4.5,.481,0.5-1.6,.283,0.5-0.8,.605,0.7,0.2,0.4,0.5,5.3
Cleveland Cavaliers,Channing Frye,12,http://www.espn.com/nba/player/_/id/2754,F,35,213.36,115.38,Arizona,"1,512,601",5.0,0.7,2.5,13.16,9.0,1.0,4.6,854,22.8,3.4-7.7,.442,1.2-3.1,.387,1.0-1.2,.823,1.0,0.6,0.5,0.9,9.0
Cleveland Cavaliers,George Hill,10,http://www.espn.com/nba/player/_/id/3438,PG,32,190.5,85.07,IUPUI,"19,000,000",10.0,2.8,2.7,13.35,11.6,3.3,3.2,666,28.8,4.1-9.0,.453,1.2-3.3,.383,2.1-2.7,.800,3.3,0.3,0.9,1.3,11.6
Cleveland Cavaliers,John Holland,1,http://www.espn.com/nba/player/_/id/2282117,SG,29,195.58,92.76,Boston University,Not signed,2.3,0.2,1.0,5.93,2.3,0.2,1.0,24,7.3,0.7-2.5,.288,0.5-1.5,.306,0.4-0.5,.692,0.2,0.1,0.3,0.3,2.3
Cleveland Cavaliers,Rodney Hood,4,http://www.espn.com/nba/player/_/id/2581177,SG,25,203.2,93.21,Duke,"3,472,887",14.7,1.6,2.8,14.38,13.0,2.0,3.0,248,27.5,4.7-11.1,.419,1.9-5.1,.369,1.8-2.1,.828,2.0,0.2,0.8,1.2,13.0
Cleveland Cavaliers,Kyle Korver,15,http://www.espn.com/nba/player/_/id/2011,SG,37,200.66,95.93,Creighton,"7,560,000",9.2,1.2,2.3,13.41,9.9,1.8,3.0,1104,26.2,3.4-7.7,.444,2.0-4.6,.431,1.1-1.2,.881,1.8,0.3,0.7,1.1,9.9
Cleveland Cavaliers,Kevin Love,10,http://www.espn.com/nba/player/_/id/3449,PF,30,208.28,113.57,UCLA,"24,119,025",17.6,9.3,0.4,22.44,18.3,11.3,0.5,635,32.2,6.1-13.6,.444,1.6-4.4,.370,4.6-5.6,.824,2.3,0.5,0.7,1.9,18.3
Cleveland Cavaliers,Larry Nance Jr.,3,http://www.espn.com/nba/player/_/id/2580365,PF,25,205.74,104.07,Wyoming,"2,272,391",8.7,6.8,0.6,20.18,7.1,5.9,0.5,192,21.5,3.1-5.6,.547,0.1-0.3,.224,0.9-1.4,.689,1.2,0.5,1.2,0.8,7.1
Cleveland Cavaliers,David Nwaba,2,http://www.espn.com/nba/player/_/id/3062744,SG,25,193.04,99.1,Cal Poly,"1,512,601",7.9,1.5,4.7,12.26,7.5,1.3,4.3,90,22.7,2.8-5.6,.494,0.2-0.6,.333,1.8-2.7,.653,1.3,0.4,0.8,1.0,7.5
Cleveland Cavaliers,Cedi Osman,1,http://www.espn.com/nba/player/_/id/3893016,SF,23,203.2,97.29,-,"2,775,000",3.9,0.7,2.0,11.06,3.9,0.7,2.0,61,11.0,1.5-3.0,.484,0.5-1.4,.368,0.4-0.8,.565,0.7,0.0,0.4,0.5,3.9
Cleveland Cavaliers,Billy Preston,0,http://www.espn.com/nba/player/_/id/4277894,SF,20,208.28,108.6,Kansas,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Cavaliers,Collin Sexton,0,http://www.espn.com/nba/player/_/id/4277811,PG,19,187.96,85.97,Alabama,"4,068,600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cleveland Cavaliers,JR Smith,14,http://www.espn.com/nba/player/_/id/2444,SG,33,198.12,101.81,-,"14,720,000",8.3,1.8,2.9,8.48,12.6,2.1,3.2,960,27.1,4.5-10.8,.419,2.0-5.3,.374,1.5-2.1,.732,2.1,0.2,1.0,1.4,12.6
Cleveland Cavaliers,Tristan Thompson,7,http://www.espn.com/nba/player/_/id/6474,PF,27,208.28,107.69,Texas,"17,469,565",5.8,6.6,0.3,13.66,9.0,8.4,0.7,519,27.8,3.6-6.9,.518,0.0-0.0,.000,1.9-3.1,.608,0.8,0.7,0.5,1.1,9.0
Cleveland Cavaliers,Ante Zizic,1,http://www.espn.com/nba/player/_/id/4017838,C,21,210.82,114.93,-,"1,952,760",3.7,1.9,0.4,24.23,3.7,1.9,0.4,32,6.7,1.5-2.1,.731,0.0-0.0,.000,0.7-0.9,.724,0.2,0.4,0.1,0.3,3.7
Detroit Pistons,Bruce Brown,0,http://www.espn.com/nba/player/_/id/4065670,SG,22,195.58,91.4,Miami (FL),"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Pistons,Reggie Bullock,5,http://www.espn.com/nba/player/_/id/2528779,F,27,200.66,92.76,North Carolina,"2,500,000",11.3,1.5,2.5,13.66,5.5,0.8,1.9,209,16.1,2.1-4.6,.448,1.0-2.5,.403,0.3-0.4,.798,0.8,0.1,0.4,0.4,5.5
Detroit Pistons,Jose Calderon,13,http://www.espn.com/nba/player/_/id/2806,PG,37,190.5,90.5,-,"1,512,601",4.5,2.1,1.5,11.27,9.2,5.9,2.5,846,27.2,3.5-7.5,.474,1.1-2.6,.411,1.1-1.2,.873,5.9,0.1,0.8,1.5,9.2
Detroit Pistons,Andre Drummond,6,http://www.espn.com/nba/player/_/id/6585,C,25,210.82,126.24,Connecticut,"25,434,263",15.0,16.0,1.6,22.94,13.6,13.4,1.5,463,30.4,5.8-10.6,.545,0.0-0.1,.167,2.0-4.7,.421,1.1,1.5,1.3,1.7,13.6
Detroit Pistons,Henry Ellenson,2,http://www.espn.com/nba/player/_/id/3906522,PF,21,210.82,110.86,Marquette,"1,857,480",4.0,2.1,0.0,10.58,3.7,2.1,0.0,57,8.3,1.3-3.7,.362,0.5-1.6,.319,0.5-0.6,.784,0.5,0.0,0.1,0.6,3.7
Detroit Pistons,Keenan Evans,0,http://www.espn.com/nba/player/_/id/3133629,PG,22,190.5,85.97,Texas Tech,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Pistons,Langston Galloway,4,http://www.espn.com/nba/player/_/id/2530572,SG,26,187.96,90.5,Saint Joseph's,"7,000,000",6.2,1.0,1.6,12.27,8.1,2.0,2.8,259,22.6,3.0-7.7,.387,1.3-3.6,.361,0.9-1.1,.785,2.0,0.2,0.8,0.7,8.1
Detroit Pistons,Blake Griffin,8,http://www.espn.com/nba/player/_/id/3989,PF,29,208.28,113.12,Oklahoma,"32,088,932",21.4,7.4,0.3,19.65,21.5,9.2,0.5,529,35.0,8.2-16.1,.508,0.4-1.1,.324,4.7-6.9,.683,4.3,0.5,0.9,2.5,21.5
Detroit Pistons,Reggie Hearn,1,http://www.espn.com/nba/player/_/id/2488938,SG,27,195.58,95.02,Northwestern,Not signed,1.0,0.0,0.0,13.12,1.0,0.0,0.0,3,2.3,0.3-0.7,.500,0.3-0.7,.500,0.0-0.0,.000,0.0,0.0,0.0,0.0,1.0
Detroit Pistons,Reggie Jackson,7,http://www.espn.com/nba/player/_/id/6443,PG,28,190.5,94.12,Boston College,"17,043,478",14.6,5.3,2.8,15.96,12.4,4.4,3.0,448,24.8,4.7-10.9,.430,1.0-3.0,.320,2.1-2.4,.857,4.4,0.1,0.7,2.0,12.4
Detroit Pistons,Stanley Johnson,3,http://www.espn.com/nba/player/_/id/3134881,SF,22,200.66,110.86,Arizona,"3,940,402",8.7,1.6,3.7,9.08,7.0,1.5,3.4,219,22.6,2.6-7.0,.370,0.8-2.7,.295,1.0-1.4,.760,1.5,0.2,0.9,1.2,7.0
Detroit Pistons,Luke Kennard,1,http://www.espn.com/nba/player/_/id/3913174,SG,22,195.58,93.21,Duke,"3,275,280",7.6,1.7,2.4,12.19,7.6,1.7,2.4,73,20.0,2.8-6.4,.443,1.1-2.7,.415,0.9-1.0,.855,1.7,0.2,0.6,0.9,7.6
Detroit Pistons,Jon Leuer,7,http://www.espn.com/nba/player/_/id/6452,PF,29,208.28,103.17,Wisconsin,"10,002,681",5.4,4.0,0.4,8.98,6.7,4.0,0.3,336,16.5,2.7-5.7,.478,0.4-1.1,.335,0.9-1.1,.769,0.9,0.3,0.4,0.7,6.7
Detroit Pistons,Zach Lofton,0,http://www.espn.com/nba/player/_/id/3059430,G,25,193.04,81.45,New Mexico State,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detroit Pistons,Chris McCullough,3,http://www.espn.com/nba/player/_/id/3153165,PF,23,210.82,90.5,Syracuse,Not signed,2.4,1.3,0.3,15.87,3.3,1.9,0.3,59,9.0,1.3-3.1,.426,0.3-0.8,.306,0.4-0.7,.548,0.3,0.3,0.5,0.3,3.3
Detroit Pistons,Zaza Pachulia,15,http://www.espn.com/nba/player/_/id/2016,C,34,210.82,122.17,-,"1,512,601",5.4,4.7,0.2,17.00,6.9,5.9,0.3,1030,20.7,2.4-5.2,.470,0.0-0.0,.000,2.0-2.7,.750,1.3,0.3,0.7,1.3,6.9
Detroit Pistons,Glenn Robinson III,4,http://www.espn.com/nba/player/_/id/2991039,SG,24,198.12,100.45,Michigan,"4,075,000",4.1,0.7,1.6,10.81,4.4,0.6,2.3,172,14.7,1.7-3.7,.445,0.5-1.3,.381,0.6-0.9,.707,0.6,0.2,0.4,0.4,4.4
Detroit Pistons,Ish Smith,8,http://www.espn.com/nba/player/_/id/4305,PG,30,182.88,79.19,Wake Forest,"6,000,000",10.9,4.4,2.7,15.50,7.2,3.8,2.3,486,19.1,3.1-7.2,.428,0.3-1.0,.301,0.7-1.1,.669,3.8,0.2,0.7,1.3,7.2
Detroit Pistons,Khyri Thomas,0,http://www.espn.com/nba/player/_/id/3912334,SG,22,190.5,95.02,Creighton,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Ike Anigbogu,1,http://www.espn.com/nba/player/_/id/4066424,C,19,208.28,113.12,UCLA,"1,378,242",1.2,0.8,0.3,21.58,1.2,0.8,0.3,11,2.7,0.4-0.8,.444,0.0-0.0,.000,0.5-0.5,.833,0.0,0.3,0.1,0.2,1.2
Indiana Pacers,Bojan Bogdanovic,4,http://www.espn.com/nba/player/_/id/3593,SF,29,203.2,97.74,-,"10,500,000",14.3,1.5,3.4,13.98,12.1,1.2,3.2,318,26.8,4.3-9.5,.452,1.6-4.3,.378,1.9-2.2,.863,1.2,0.1,0.5,1.4,12.1
Indiana Pacers,Darren Collison,9,http://www.espn.com/nba/player/_/id/3973,PG,31,182.88,79.19,UCLA,"10,000,000",12.4,5.3,2.6,18.86,12.7,4.9,2.6,632,29.5,4.7-9.9,.472,0.9-2.2,.393,2.4-2.8,.855,4.9,0.2,1.1,2.0,12.7
Indiana Pacers,Tyreke Evans,9,http://www.espn.com/nba/player/_/id/3983,SG,29,198.12,99.55,Memphis,"12,400,000",19.4,5.2,5.1,21.16,16.5,5.1,4.8,525,32.1,6.2-13.9,.445,0.8-2.5,.318,3.3-4.3,.759,5.1,0.4,1.3,2.6,16.5
Indiana Pacers,Aaron Holiday,0,http://www.espn.com/nba/player/_/id/3922230,PG,22,185.42,83.71,UCLA,"1,911,960",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Alize Johnson,0,http://www.espn.com/nba/player/_/id/4067045,PF,22,205.74,95.93,Missouri State,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Indiana Pacers,Cory Joseph,7,http://www.espn.com/nba/player/_/id/6446,PG,27,190.5,87.33,Texas,"7,945,000",7.9,3.2,3.2,10.99,7.0,2.6,2.4,446,20.8,2.7-6.1,.450,0.4-1.2,.329,1.1-1.5,.765,2.6,0.2,0.7,1.0,7.0
Indiana Pacers,T.J. Leaf,1,http://www.espn.com/nba/player/_/id/4066425,PF,21,208.28,101.81,UCLA,"2,407,560",2.9,1.5,0.1,10.81,2.9,1.5,0.1,53,8.6,1.2-2.6,.471,0.3-0.8,.429,0.2-0.3,.625,0.2,0.1,0.1,0.2,2.9
Indiana Pacers,Doug McDermott,4,http://www.espn.com/nba/player/_/id/2528588,SF,26,203.2,101.81,Creighton,"7,333,333",7.8,1.0,2.5,10.46,7.9,0.8,2.3,264,20.7,3.0-6.7,.452,1.1-2.7,.403,0.8-1.0,.822,0.8,0.1,0.2,0.6,7.9
Indiana Pacers,Ben Moore,1,http://www.espn.com/nba/player/_/id/3057189,PF,23,203.2,99.55,SMU,Not signed,0.0,0.5,0.0,-2.26,0.0,0.5,0.0,2,4.5,0.0-0.0,.000,0.0-0.0,.000,0.0-0.0,.000,0.5,0.0,0.0,0.0,0.0
Indiana Pacers,Kyle O'Quinn,6,http://www.espn.com/nba/player/_/id/6615,C,28,208.28,113.12,Norfolk State,Not signed,7.1,6.1,1.3,20.01,5.8,4.9,1.0,398,15.1,2.4-4.7,.519,0.1-0.3,.223,0.9-1.1,.745,1.3,1.0,0.4,1.0,5.8
Indiana Pacers,Victor Oladipo,5,http://www.espn.com/nba/player/_/id/2527963,SG,26,193.04,95.02,Indiana,"21,000,000",23.1,4.3,5.2,23.12,17.4,3.8,4.5,366,33.4,6.4-14.4,.445,1.5-4.2,.353,3.1-3.8,.800,3.8,0.5,1.7,2.6,17.4
Indiana Pacers,Domantas Sabonis,2,http://www.espn.com/nba/player/_/id/3155942,PF,22,210.82,108.6,Gonzaga,"2,659,800",11.6,7.7,0.4,17.57,8.6,5.5,0.4,155,22.2,3.4-7.4,.466,0.4-1.3,.327,1.4-1.9,.729,1.5,0.4,0.5,1.4,8.6
Indiana Pacers,Edmond Sumner,1,http://www.espn.com/nba/player/_/id/3136485,PG,22,198.12,79.64,Xavier,Not signed,2.0,0.0,1.0,39.93,2.0,0.0,1.0,1,2.0,1.0-1.0,1.000,0.0-0.0,.000,0.0-0.0,.000,0.0,0.0,0.0,0.0,2.0
Indiana Pacers,Myles Turner,3,http://www.espn.com/nba/player/_/id/3133628,PF,22,210.82,113.12,Texas,"3,410,284",12.7,6.4,1.8,16.65,12.7,6.5,1.8,206,27.9,4.9-9.9,.498,0.5-1.4,.346,2.4-3.1,.783,1.1,1.8,0.7,1.3,12.7
Indiana Pacers,CJ Wilcox,3,http://www.espn.com/nba/player/_/id/2488999,SG,27,195.58,88.24,Washington,Not signed,NA,NA,NA,NA,2.0,0.5,0.5,66,5.7,0.8-2.0,.370,0.3-0.9,.333,0.2-0.2,.813,0.5,0.1,0.2,0.3,2.0
Indiana Pacers,Thaddeus Young,11,http://www.espn.com/nba/player/_/id/3244,PF,30,203.2,100.0,Georgia Tech,"13,964,045",11.8,6.3,0.4,14.83,13.4,5.9,0.4,820,30.7,5.8-11.6,.499,0.4-1.3,.326,1.4-2.1,.675,1.6,0.4,1.5,1.4,13.4
Milwaukee Bucks,Giannis Antetokounmpo,5,http://www.espn.com/nba/player/_/id/3032977,PF,23,210.82,109.5,-,"24,157,303",26.9,10.0,1.4,27.37,17.2,7.5,1.3,393,32.7,6.3-12.4,.506,0.4-1.5,.284,4.2-5.6,.746,3.8,1.3,1.2,2.4,17.2
Milwaukee Bucks,Eric Bledsoe,8,http://www.espn.com/nba/player/_/id/4238,PG,28,185.42,92.76,Kentucky,"15,000,000",17.7,5.0,3.8,19.79,13.8,4.7,3.8,492,27.7,4.8-10.8,.450,1.0-2.9,.337,3.1-3.9,.799,4.7,0.5,1.5,2.7,13.8
Milwaukee Bucks,Malcolm Brogdon,2,http://www.espn.com/nba/player/_/id/2566769,PG,25,195.58,103.62,Virginia,"1,544,951",13.0,3.2,3.3,14.31,11.3,3.8,3.0,123,27.8,4.3-9.3,.469,1.1-2.9,.395,1.5-1.7,.872,3.8,0.2,1.0,1.5,11.3
Milwaukee Bucks,Sterling Brown,1,http://www.espn.com/nba/player/_/id/3057187,SG,23,198.12,104.98,SMU,"1,378,242",4.0,0.5,2.6,9.13,4.0,0.5,2.6,54,14.4,1.5-3.8,.400,0.6-1.7,.352,0.4-0.4,.875,0.5,0.2,0.6,0.5,4.0
Milwaukee Bucks,Pat Connaughton,3,http://www.espn.com/nba/player/_/id/2578239,SG,25,193.04,94.57,Notre Dame,"1,641,000",5.4,1.1,2.0,9.35,3.7,0.8,1.6,155,12.6,1.4-3.3,.421,0.6-1.7,.364,0.3-0.4,.845,0.8,0.2,0.2,0.5,3.7
Milwaukee Bucks,Matthew Dellavedova,5,http://www.espn.com/nba/player/_/id/2489716,PG,28,193.04,90.5,Saint Mary's,"9,607,500",4.3,3.8,1.7,8.64,6.0,3.7,1.9,329,21.9,2.1-5.5,.391,1.0-2.6,.387,0.7-0.8,.840,3.7,0.0,0.5,1.3,6.0
Milwaukee Bucks,Donte DiVincenzo,0,http://www.espn.com/nba/player/_/id/3934673,SG,21,193.04,91.86,Villanova,"2,481,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Trevon Duval,0,http://www.espn.com/nba/player/_/id/4277842,PG,20,187.96,85.52,Duke,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milwaukee Bucks,Tim Frazier,4,http://www.espn.com/nba/player/_/id/2488945,PG,27,182.88,77.83,Penn State,Not signed,3.0,3.3,1.9,11.32,5.2,4.0,2.3,186,18.0,1.9-4.7,.402,0.4-1.3,.313,1.0-1.4,.724,4.0,0.1,0.8,1.3,5.2
Milwaukee Bucks,John Henson,6,http://www.espn.com/nba/player/_/id/6592,F,27,210.82,99.1,North Carolina,"11,327,466",8.8,1.5,6.8,15.78,7.9,1.1,5.5,391,20.4,3.4-6.2,.541,0.0-0.0,.077,1.2-2.0,.572,1.1,1.5,0.5,1.1,7.9
Milwaukee Bucks,Ersan Ilyasova,10,http://www.espn.com/nba/player/_/id/2767,PF,31,208.28,106.33,-,"7,000,000",10.9,5.9,0.4,14.94,11.0,5.9,0.4,678,24.5,4.1-9.3,.443,1.1-3.1,.366,1.6-2.1,.770,1.2,0.4,0.7,1.0,11.0
Milwaukee Bucks,Brook Lopez,10,http://www.espn.com/nba/player/_/id/3448,C,30,213.36,122.17,Stanford,"3,382,000",13.0,4.0,1.3,16.52,17.9,6.8,1.7,636,31.2,6.9-13.8,.502,0.4-1.2,.335,3.7-4.6,.789,1.6,1.7,0.6,2.0,17.9
Milwaukee Bucks,Thon Maker,2,http://www.espn.com/nba/player/_/id/4017843,PF,21,215.9,100.0,-,"2,799,720",4.8,3.0,0.7,10.22,4.4,2.6,0.6,131,13.7,1.6-3.8,.429,0.5-1.4,.331,0.7-1.1,.683,0.5,0.6,0.4,0.5,4.4
Milwaukee Bucks,Khris Middleton,6,http://www.espn.com/nba/player/_/id/6609,SF,27,203.2,100.45,Texas A&M,"13,000,000",20.1,4.0,5.2,17.45,15.1,3.0,4.1,378,31.8,5.5-12.2,.454,1.5-3.9,.391,2.5-2.9,.877,3.0,0.2,1.4,1.8,15.1
Milwaukee Bucks,Jaylen Morris,1,http://www.espn.com/nba/player/_/id/3952343,SG,23,195.58,86.88,-,"1,378,242",4.7,1.2,2.7,6.57,4.7,1.2,2.7,6,16.3,2.2-5.3,.406,0.3-1.7,.200,0.0-0.0,.000,1.2,0.2,0.3,1.0,4.7
Milwaukee Bucks,Tony Snell,5,http://www.espn.com/nba/player/_/id/2528353,SG,26,200.66,96.38,New Mexico,"10,607,143",6.9,1.3,1.9,8.49,6.3,1.1,2.4,368,22.6,2.3-5.5,.420,1.2-3.1,.380,0.5-0.6,.809,1.1,0.2,0.5,0.6,6.3
Milwaukee Bucks,D.J. Wilson,1,http://www.espn.com/nba/player/_/id/3136491,PF,22,208.28,104.52,Michigan,"2,534,280",1.0,0.5,0.0,10.33,1.0,0.5,0.0,22,3.2,0.4-0.7,.563,0.1-0.2,.400,0.0-0.1,.500,0.1,0.0,0.1,0.2,1.0
Milwaukee Bucks,Christian Wood,2,http://www.espn.com/nba/player/_/id/3058254,PF,23,208.28,96.83,UNLV,Not signed,NA,NA,NA,NA,3.2,2.2,0.4,30,8.4,1.1-2.5,.447,0.1-0.5,.250,0.8-1.2,.667,0.2,0.4,0.3,0.3,3.2
Dallas Mavericks,Kostas Antetokounmpo,0,http://www.espn.com/nba/player/_/id/4066490,PF,20,208.28,90.5,Dayton,Not signed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,J.J. Barea,12,http://www.espn.com/nba/player/_/id/3055,PG,34,182.88,83.71,Northeastern,"3,710,850",11.6,6.3,2.9,17.84,8.9,3.9,2.1,764,19.7,3.4-8.0,.424,1.0-2.8,.354,1.1-1.4,.798,3.9,0.0,0.4,1.5,8.9
Dallas Mavericks,Harrison Barnes,6,http://www.espn.com/nba/player/_/id/6578,SF,26,203.2,101.81,North Carolina,"24,107,258",18.9,2.0,6.1,15.89,13.1,1.5,4.9,463,30.4,5.0-11.0,.451,1.0-2.8,.367,2.1-2.7,.789,1.5,0.2,0.7,1.2,13.1
Dallas Mavericks,Ryan Broekhoff,0,http://www.espn.com/nba/player/_/id/2489693,SG,28,200.66,97.29,-,"838,464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Jalen Brunson,0,http://www.espn.com/nba/player/_/id/3934672,PG,22,190.5,85.97,Villanova,"1,230,000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Luka Doncic,0,http://www.espn.com/nba/player/_/id/3945274,PG,19,200.66,98.64,-,"6,560,640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dallas Mavericks,Dorian Finney-Smith,2,http://www.espn.com/nba/player/_/id/2578185,SF,25,203.2,99.55,Florida,"1,544,951",5.9,1.2,3.6,7.67,4.6,0.9,2.9,102,20.5,1.7-4.5,.374,0.7-2.5,.295,0.6-0.7,.750,0.9,0.3,0.6,0.6,4.6
Dallas Mavericks,Devin Harris,14,http://www.espn.com/nba/player/_/id/2382,PG,35,190.5,83.71,Wisconsin,"1,512,601",8.4,2.1,1.8,13.08,11.1,4.1,2.2,917,25.0,3.7-8.4,.434,0.8-2.6,.327,2.9-3.7,.798,4.1,0.2,1.1,1.8,11.1
